rate,text
5,"Can't do without it. It used to support 3 users, but now just one. Oh well. I can't do without WORD anymore. I can do without Microsoft, but not without WORD, and this actually works better - inserting images that is.."
4,interesting but no disk
5,Not as good as windows '98 but it does what I need it to 11/10 would recommended
5,"I recently discovered that this great consumer software - Easy Media Creator 7 - that I use for my own personal and family fun could also be used for some of my work projects. Not everyone in the world has PowerPoint, and if they do, they may not have the same fonts installed on their PC as the slideshow you are trying to share with them, etc. So creating and sharing slideshows that everyone can view can be a challenge. I just got back from attending a conference and trade show last week where I took a bunch of pictures. In no time I downloaded them and turned them into an annotated and audio narrated slideshow using Creator 7. I then had our Webmaster post it on our Intranet site and now co-workers from around the world can watch a quick summary of my show observations. It made me look like a star at work!"
5,No problems with software installation and my computer runs smoothe. The 360 Program did not slow-up my computer.
3,"As with all of my Amazon purchases to date, overall service is 5 stars. I start the review with this, because I purchased the product as an unwilling participant. I've been a QB user for at least twelve years and have upgraded the product based on a willingness to upgrade and improve my accounting systems. This upgrade has me a little more than annoyed as it was an unwilling upgrade. As many have felt, the current economy has all businesses scrambling to save themselves financially. QB decided their current subscribers needed to upgrade their entire accounting system in order to cure a systems security issue with their online mail and credit card processing, in-lieu-of a security patch. The minimum cost to upgrade is appx. $230.00+++. While $230.00 may not seem like a lot of money when spread over the years, when times are tight $20.00 seems to have value again. Without the upgrade, my business would have come to a creep with the discontinued abilities to electronically bill or send e-mails. Since the QB system is all proprietary, a user cannot cut-n-paste an invoice to send over their own private e-mail systems with the older versions, it requires the use of QB to accomplish this through the QB servers. That's the bad side. The good side is, QB now allows the use of private e-mail v. going through the QB servers to e-mail invoices, with a small hitch, QB asks for the e-mail password every time an e-mail billing or statement is sent through private e-mail. If there is a \\""remember me\\"" command, I cannot find it in the set-up or help links. The new QB look and feel is better than ever, just as easy to use as before, with the added benefit of not having to use their server to electronically send invoices. Overall I'm pleased with the product, the timing was very bad and didn't allow for a planned purchase. Less than a months warning was given that the older version would expire and rendered useless for what I required. Amazon receives even more credit for hosting a great price, 1/3 the cost elsewhere, as well as delivering as promised."
5,"Product was priced well, it was delivered on time and works as well or better than the Turbo Tax soft ware I have used in the past."
2,This cord worked well for the first few months but then developed a loose connection and broke. Poor quality it seems.
5,"Saved my life, as I had miss &#34;lent&#34; mine. Arrived quickly and safely. THANKS!!"
5,Product was as advertised and arrived on time.
5,overpriced but easy to obtain & use
5,I reviewed several programs and finally settled on Cook'n. It is easy to use and the updates just keep making it better. I have used their technical services several times and they have always been quick to respond and answered every question I had. They helped me resolve several issues with the program quickly and easily. I would highly recommend this software to keep your recipes organized and accessible on your smartphones and pads.
2,"This program is way too difficult to use. To begin with, it never could access my bank accounts in order to merge the information. Unless you have several accounts, investments, tons of debtors and have absolutely no organizational skills, this program is a waste of time and money."
3,"I have version 2.0 for Mac and bought 4.0 pro so that my wife could have an easier time e-mailing photos. <br />The e-mailing utility works great, but it doesn't store mails you've sent for later review and it doesn't allow for easy viewing of pictures you're selecting for mailing.<br />The print feature also works much better, or at least it did until I treid using it under OS 9.2.2. Under OS X things worked fine, but I had to downgrade for other reasons and have been unable to print to my HP Photosmart ever since. Their tech support was not very supportive. Anyway, when it was working it made much more efficient use of paper and it allowed you to select photos from multiple different directories, unlike the previous version.<br />However, what I liked about the old version was that it was drag-and-drop friendly. It was easier to transfer files between directories this way, and so it is infinitely harder to organize photos under version 4.0. <br />Generally, it seems that whoever wrote the software wasn't completely familiar with Macs. A lot of the convenient and powerful shortcuts we Mac folks use are not served by this program.<br />If I had to do it over again I wouldn't buy it. If they work out the above-mentioned bugs soon, though, then it's worth it."
5,"That's right, Uncle Forry was indirectly responsible for this and the developers say so on the box and booklet inside. This has a drive-in 1950's scifi feel to it. You can tell this was a labor of love. You get to play as several huge monsters with different destructive powers, a brain, a 50ft woman, a floating eyeball, a godzilla type lizard etc destroying a city. Each level, the cities get bigger and bigger and pretty soon youre battling big jets dropping bombs on you as well. At one point you're attacking a small desert town with a drive in movie theater!! I'd happily pay [...] for this w/o batting a eyelash and you can get it here for a couple of bucks...do it!! Buy this game, you wont be sorry!! If you love 50's scifi, attack of the 50ft woman, brain from planet arous, godzilla, attack of the crab monsters etc then this is a must buy!!"
5,"I've used it to clone two disks -- both system disks, one XP aand one Vista -- with no problems at all. The backups that I do with it go smoothly as well."
1,"After reading the reviews on Turbo Tax Deluxe 2014 dropping schedules C & D and charging more, I've decided to switch to H&R Block Deluxe software. Its cheaper, downloads Turbo Tax files from the previous year and is highly recommended. I've been a Turbo Tax user for seventeen years and this was the last straw."
3,"I use this for school, writing essays and sending them to prof's... and I'm having a heck of a time having word 07 \\""talk\\"" to other versions of word, if I attatch an essay and send it to my comp from school, I have problems getting it to send on to another prof.. I wish the bugs were worked out before purchasing. I'm not the only student having issues with word 07 and getting their work to their prof.s.."
5,The software was as advertised and the mail delivery was very quick.
5,Every year I do an upgrade and every year I get the Norton Antivirus. Don't have any problems with it.
2,"The delivery of the product was fast and efficient. The software was not a retail copy, but a bundled CD from some other software or hardware that is illegal to be sold separately."
4,"I run this program on a reasonably powerful computer (1.2 Athlon) with no problems but a slight delay booting up (perhaps this might translate into a freeze on a less powerful computer). Encarta might be more kid friendly, but don't forget the depth and quality of Britannica's content (after all it has been the premier reference for eons and it's all there on the DVD). I know style counts for something when it comes to the software interface, but don't forget the content, particularly if you're over 13!"
5,"Great for beginners and intermediates! I purchased this cd-rom for a very fair price. Since downloading it and going through a few of the sections I find this simply amazing! First, I think Keith Wyatt is an excellent teacher, specifically via DVD. He appears throughout the sections of this cd-rom. Second, this cd-rom has EVERYTHING! If you're into the blues and learning how not only to play but where the playing derived from, this is definitely for you. You can go to specific riffs and then click on icons to get the lowdown on scales, modes, etc... It tells you the history, the methods and the uses for everything. Awesome! This program has a virtual fretboard that you can slow/speed as it plays. It loops and sections off whatever parts you feel you need to look at again. It shows actual videos of Wyatt playing or teaching as well as computerized methods. There's too much to list as to what this can do for you. I love it already and I've hardly delved into the meat of it all. What I like so far is that this cd-rom teaches you what the blues is. If you want to pick up a guitar and become a rock and roll god overnight this is not for you. But if you want to learn a little something about the heart and soul of The Blues this is definitely a fantastic tool for your blues education and training. I highly suggest paying the small price for something like this. It's fun and, if you take the time, can really teach you some great things on the guitar."
1,"I have a number of machines that I manage with this product installed. They worked great on previous version of PC-Cillin until I installed pc-cillin Internet Security 2007, then every thing RAN SLOW... It also gobbles up huge amounts of RAM. I have 1GB RAM and all of my systems become progressively slower as the day goes on. After one day of being powered on the computer is useless as it is too slow and idles with ~600MB RAM used when not doing anything. This 2007 program seems to have become some kind of virus itself... DO NOT BUY! I will start moving my machines over to something else."
5,"Love it, Microsoft makes great product. I really like the new features and the way it looks. 5 stars...."
5,"Now that I kicked the big dinosaur out of my computer it can breath again! Has worked very well since I purchased. The dinosaur came with my ISP for free, not for me - tee hee."
1,"Warning!Warning!Warning!Warning! This product will still require you to pay an additional $20.00 to file your State return, despite the title &#34; + State&#34;. Buyer beware!"
4,had some experience with HTML design of web sites but found this much better for my needs. it took me a little longer and a few trials to get it going but now feel confident using the progrm.
4,This product has worked well for my pc. No issues with compatibility; it has kept my computer virus free.
1,"After installing the software, all attempts to activate it failed. Following instructions in two emails from Nuance, More attempts failed because of \\""microphone/sound test failure.\\"" Local computer testing indicated microphone and sound were both working fine. I requested a phone number from Nuance in order to resolve the problem on a more timely basis. However, receiving no response for days from them, I returned the software to Amazon, who promptly refunded its cost. The problem was with Nuance tech support, not Amazon."
2,"I think the McAfee product is OK if you can load it.<br />Instructions are not correct. Web site is not designed to help.<br />This will take more time than it is worth, Other products may be a better option."
1,"I bought every year's TurboTax without looking at reviews or features, based on many years of good will from excellent software. Never again. Many reviewers mentioned the problem with product activation that prevents you from filing amended returns if you or the IRS decides you need to. That alone makes TurboTax completely unsuitable for use. A second problem I haven't seen mentioned is that it will not run under Win4Lin (runs Windows applications under Linux) and I don't want to reboot to Windows-only just to run the tax software. But thank goodness I installed TurboTax only under the Win4Lin virtual Windows which I can rebuild fairly easily. If I had installed it on my native PC and C-Dilla had modified my Master Boot Record, who knows if I would ever be able to repair my computer? *DANGER* stay away from this program!"
1,I am a 20 year AutoCAD user. I was tempted by the new AutoCAD interface for TurboCAD. It still aint AutoCAD. Save your pennies and buy the real thing. Frustrating as hell. TurboCAD is just a blood vessel waiting to pop!
5,"I recently started my own business - my first try at it - and after speaking with many people I know who own small businesses, I went with QuickBooks. Almost everyone I spoke to uses it. I know there are other bookkeeping/accounting software products out there, but I have no point of reference with which to judge them. Than being said, I think QuickBooks has been really good for doing what I need it to do. I have a simple, one-man business with no payroll responsibilities. After some time with Qickbooks, I would be able to offer a more accurate critique, but so far it has been great."
3,The price was reasonable and installation was easy. I'm not a big fan of Norton but I trust this more than most of the other products out there.
5,"as pictured, fast delivery"
1,"The charitable deductions section does not work properly. Trying to input both a car donation and household items has sent it into a tizzy. It starts asking for cost basis on the household items as well as the cars. In the subwindows, it decides that all the household items were cars also and asks for 1098C info on those. Incredibly frustrating."
5,"I had this game when I was a in second grade, and now, with my baby girl going into the second grade, i got this for her. She's having the same amount of fun with it that I did!!"
1,Cheap version of a date book. Not worth it to pay to return it. Cheap Waste of money. DONT BUY.
5,"My son took a course last trimester in High School on Home Design and got into it big time. He was always excited to show us and his relatives his latest house plans he had drawn. He even drew his Uncle's Cabin from memory and gave him a copy of the plans. This last Christmas We bought him a program for his laptop in hopes that he would spend more time doing something constructive instead of playing HALO all the time. The High School had been using the top of the line version of Home Designer but I bought the HGTV version for him for Christmas. It was not very user friendly, hard to use and had an instruction manual about 300 pages thick. We got a refund. Ordered the Hime Designer Suite here on Amazon and now I'm even getting into this! Very easy to use and a lot of fun! Highly recommend it."
5,I have found the product easy to use and would recommend it to others.
4,"The quicken home and business is a lot more than I wanted, but I was replacing a 2002 Quicken and the 2010 has what I needed."
3,"Not very happy with the product. If you must run QuickBooks, you will want to run the Windows version via Parallels or similar. QuickBooks for Mac lacks even basic functionality that should be included."
4,"I've used Tubo Tax Delux for several years to prepare my tax return. This years edition was the easiest to use ever. Amazon offered the best price, even better than SAMs and BJ'S."
4,"Below is my original review (2 STARS). just days after this was posted and after hounding Encore and Broderbund (who make this software) SOMETHING HAPPENED! The tech team at Encore (Broderbund) just created an update to fix a glitch in their VERY big seler Print Shop Professional 3.5. The update is version 3.5.3 and it solves a number of issues including the hateful blurry \\""HEADLINE\\"" problem it was having until this latest. I just updated mine and checked it out... IT'S A FIX! So I raised my review to 4 out of 5 (it still has a few minor problems, but really... sort of trivial by comparison.).<br />_____________________________________________________________________________________________________________________<br /><br />I was able to do so much with Broderbund's Print Master Platinum 12 and so disappointed when they ran that product line right into the wall.... for scrapbooking (almost exclusively). So much of what that software could do was lost and the newer version of --> [[ASIN:B00EXPSVJK Encore Software The Print Shop Professional 3.5]] was where those features ostensibly were expected to resurface. However...<br /> Nowhere in the documentation either on their own website (where I purchased this product) or as a disclaimer during the order process does it mention a fatal flaw that is present in all PSP 3.5 (Print Shop Pro 3.5) incarnations. EVEN the newest ones on disc - THE HEADLINE FEATURE IS UNUSABLE!! Yes all headlines when using this software are blurred and at times illegible That's right, they are selling an otherwise dandy piece of tech gear, but if you need the Headline Feature, you are S.O.L As a result of this tactical negligence, I spent the better part of today/last night trying to find a cure for the heasdline problem, A cure which, sadly, does not exist at present<br /> Oh, and don't bother with the 3.5.2 \\""update\\"" . That too, does NOT work. A fact that has been acknowledged only in their pro user forums, the last words on which are to use another program to design a headline, save it as a JPG file and use it AS A GRAPHIC!... ..Unfortunately, it must be said, The PSP 3.5 is a bona-fide P.O.S."
5,"Seems easier to use than the past few years, it is easier to move around and obtain information you need quickly."
1,"Just to mention, didnt' realize this was 2007, installed it and don't know how to use it...hate Microsoft!!!! Sick of them changing stuff so much that you have to go to school to use something you've been using since 1998!!!! So...I bought a 2000 version. When did America start allowing monopolies again? I thought that was a thing of the past???"
1,Purchased online from Nero...<br />Crashed my Amd 6 core ssd boot disc.<br />12meg ram....system.<br />Crashed my HIS 7700 video card drivers 4 times...<br />REmoved the program and went back to nero 8 two frustrating hours later...<br />Requested a refund and was met with a robot response that quoted company policy....<br /><br />So look for Nero Stinkers on Facebook<br /><br />My SN for the product is listed on the nero site on facebook for anyone to have for free<br />as I will never see my 39.99 ever again.<br /><br />Thank you and dont forget to run the other way as fast as you can from Nero 12.5...<br />I think it is related to that beast that lives under your bed and has from the time you were a small child<br />and got your own bedroom...if you buy this it will reside under your mattress and come out at night and<br />rip your soul from your body.<br /><br />Good luck.
4,"I liked this software because in my daily work, there are many times I need to create or revise a pdf doc. This software saved me time in having to retype a doc."
5,"I bought this software before my latest hunting expedition to Montana with my son. I brought along my laptop and was able to log every single aspect of the hunt. It allowed me to track the stats and pictures of each days successes, and captured the photos and field notes that will help me forever remember this Elk hunt with my son."
5,I was rather concerned when I read some of the reviews about the Family Tree Maker. I called and spoke with their customer service representative who explained it has been updated to fix the message that sometimes came up saying the records were also lost on ancestry.com. She explained when I load the disc into my computer if it is one of the earlier 2012 versions a message will pop up saying you must update. I did that and it downloaded my ancestry family trees beautifully and quickly. (I do have one terabyte of storage.) I made sure to register when prompted and that did grant me the free three month subscription to the U.S. search records. I wanted the family treemaker so I will still be able to view all of the original source documents when my three month subscription is over. I also like the ability to create stories and books utilizing the information in the Family Tree Maker. I am very happy with the automatic sync feature between the records on ancestry.com and family tree! P.S. I love the Ancestry.com phone app!!
5,"I have an iMac running OSX, and a Windows computer, all in one thanks to Parallels Desktop 9. I already had a recently purchased MS Windows Office Suite, and a Quicken upgrade, when I decided to go with iMAC and OSX for my next computer system. I was NOT looking forward to repeating those purchases! Parallels to the rescue! Buying Parallels and Windows 7 was much less expensive than buying those two items for MAC! And Parallels does work seamlessly; I can be using MAC software, and immediately open a Windows file, without giving it another thought. Way to go, Parallels!"
1,I have been using nero last 5-6 years wanted to give this a try. Cannot even sense my DVD writer. Cannot even uninstall .. no such facility for windows 7 home premium. Reinstalling windows to clean this out and install nero back No way to give anything below 1 star
5,"We have been using quicken for years, it great for recording your investments! We are able to track day to day."
3,"I've been using Photoshop Element and Album since 1.0. <br /> <br />Contrary to what you may think, PE 3 is NOT Album 2.0 bundled with the image editor. It is one huge app with different intrinsic components: editor and browser. <br /> <br />Album 2.0 was good enough for my needs (pics and video clips cataloguing) but lacked a critical feature: watched folders (found in Picasa and ACDSEE). PE 3 has this feature, thus my decision to upgrade. <br /> <br />Below are the major issues I've been having with PE 3 are: <br />====================================== <br />1- Video clips catalog is busted: only small clips are recognized while Sony 640x480 30fps clips show up as broken thumbnails. This worksd fine with Album 2.0. <br /> <br />2- Because of the above problem, the Browser is extremely slow to the point to appear being frozen. I had no choice but to disable 'Video' as an authorized media type...This alone is a showstopper for me. <br /> <br />3- Sluggish performance: launching and switching between editor and browser is slow (I have a P4 2G, 768MB RAM, nVidia GeForce ti 4200 with 64MB video card, WinXP Pro SP2) <br /> <br />If I wanted to catalog pics only, I'd use Miocrosoft Digital Suite, which is by far the faster app, not to mention the EXIF support wich is awesome (keywords are actually saved in the picture itself!) <br /> <br />Now because I need to tag video clips and pics, I'll be buying ACDSEE v.7.0. My friend ahs it and it is a great product: fast, video, pics and music cataloging. Their keywords is using a tree-like structure which is not as elegant as Adobe's tagging mechanism, but I'll live... <br /> <br />Hope that review helps. <br />p.s. In case you are wondering, I've purchased PE 3.0 for Windows from the Adobe store ten days ago."
5,"I bought this through Amazon. You better be a student because you have to open the box in order to get your product code. There's also a paper that gives you a link to verify student status for adobe software that has NOT been purchased directly through the Adobe website. I scanned and sent my documents and got my approval and new serial number the next day. If you are not yet registered for school, you can still install the software and use it as the trial option for 30 days."
4,"The backup/retore features of this work grear with Windows 7 64Bit, but the clone feature is another issue. so far they have failed to get the cloning feather to work, perhaps because of the new AFD formate used on the new hard-drives?"
5,A little learning curve but it will back up my data
3,"The price was great and I have been happy with AutoCAD LT. However, I have not been able to load Revit LT on my computer. I asked Autodesk if it would run on my machine before my purchase and I was told yes. I tried to resolve this through my Autodesk subscription, which is supposed to provide technical support, but I have not received any help from Autodesk in solving my problem."
5,Great price for a great product. Thanks.
5,"I purchased the only book on EW3 that Barnes & Noble had in their local store. It only covered the basics and was no help at all. I returned it and ordered Expression Web 3 in 24 hours. This book is highly informative and provides a \\""hands on\\"" learning approach. It is the best EW3 learning resource that you will find."
5,I concur with the initial reviewer. Roman spends enough time so that you have a feel for the openings. An excellent video in comparison with the Polgar videos (which are the only other ones I own).
4,"I've been playing around with this app for the last month and have found that it fits solidly in that space between photo-editing software and full-fledged graphics design software.<br /><br />What I mean by that statement is that this software offers a lot of creative capability - far more than an application like [[ASIN:B00EOQZB0A Adobe Photoshop Elements]]. Having said that, the additional capabilities come at the cost of increased complexity & cost, which means most casual users won't even consider it.<br /><br />In our case, we were considering using Painter instead of the full-blown [[ASIN:B007USG3OC Adobe Photoshop]]. All-in-all, this is an excellent replacement; but, it turns out that X3 does not support vector graphics. It won't even open existing vector files - which is a deal breaker for us.<br /><br />Overall, I would say that Painter X3 has a good interface and a lot of potential for people who want to move to the 'next level' when it comes to digital creativity. As long as you don't need vector support, I suspect this will fit the bill perfectly."
5,"Great Price - was able to redeem my discover card cash back to get even more bang for the buck<br /><br />Free Shipping with Tracking - Nothing beats it<br /><br />On Time Delivery - Makes it very satisfying to get it on time ( after going through a wait of 2 weeks to receive the same software from another on line merchant, and not hearing from them or being able to contact them that led to canceling the order via my credit card, the importance of on time delivery becomes paramount)<br /><br />Software - Perfect! that is what I was looking for. Everything went off well - from the installation to the the actual performance. I was able to install it on my 2004 Dell Dimension and thus avoid buying a new computer ( even as some folks from Dell service and one of the local software store guys told me that Windows 7 would not work/ not work very well on my 2004 Dell Dimension)"
5,Iolo's System Mechanic is a great software package. I have been using it for years now. My computers have never run so well since I first installed System Mechanic. I highly recommend it to anyone with a Windows PC or laptop. It is a must have item on all my computers. Just give it a try and you will see how it works. ( 5 STARS )!
4,I saw so many great commercials about the program I decided to purchase it. The instructions are very intimidating and challenged me a lot. After trying to perform the functions for many hours I had to give up and contact customer support. The technician was very helpful in getting me through the set. Why those instructions could not have been included eludes me. I am up and running and still having glitches here and there but I am not giving up on the program.
5,"I had a really old version,don't even know the year. This one is much better and the graphics are much better. Husband and I bothe love this version."
2,"I love the idea of Final Draft, more than I ever actually liked final draft itself. I started in this game using CELTX because it was free, I love the collaboration ability, the online nature of the sharing facility, then the scheduling and the storyboard features, aaaaah the good ole' days.<br /><br />But, just like the 'Apple' ideology, you just seem to have to have FD if you want to get on in this world. But for the actual tiny program you get it is full of issues, Ver. 9 crashes all the time, older scripts almost NEVER open properly, the workarounds are laughable (seriously, a release version software that needs workarounds??) and the whole &#34;what version is this?&#34; question that professionals have to ask each other now is utterly ridiculous.<br /><br />The size of this thing should run on a PC from the 90's, let alone on a quad core beast I currently use.<br /><br />If it wasn't for the fact that the industry almost 'requires' you have this dinosaur, I know most would use something else.<br /><br />With version 9 they've really hit a Windows Vista moment, they fixed what wasn't broke, I think their time is coming to an end and they have literally shot themselves in the foot.<br /><br />This morning an older draft of a script froze my work machine for about 30 minutes at which point I had to restart, and whilst typing a moment ago I looked up and the damned thing is about ten words behind (and I'm no speed typist I can tell you!)<br /><br />Buggy, slow, almost no changes in the latest version that haven't been available for a decade in other FREE utilities, and for the price I think they should have done so much better, they have a massive fanbase that will halve with this new mess.<br /><br />I think another day or two of this and I'm off back to version 8."
5,"The item was new, in good shape. It really protect my computer against viruses, so I'm more than happy! Thanks!"
2,"If you've seen this program in use and you know in advance what you will be getting, and that's what you want, then go ahead and buy it. Otherwise, exercise extreme caution. It is very powerful and capable. But it is also a very complex piece of software and not easy to learn. I tried it, decided it was several light-years beyond what I wanted, and chose to uninstall it.<br /><br />And that's when the fun started.<br /><br />Pinnacle installs about a dozen different applications when you run its installer. But when you run its uninstaller, it removes only the base application and leaves everything else on your disk--gigabytes worth of software. It took me an entire afternoon with Revo Uninstaller to get my PC back to where it had been beforehand. I had to find all the apps Pinnacle had installed, remove them one by one, and then remove *hundreds* of registry entries and *hundreds* of directories that each app's uninstaller failed to deal with. It was a nightmare and I'm still wondering what I might have missed and what will now fail to work because I deleted something I shouldn't have. It was an unmitigated disaster.<br /><br />I would recommend that if you decide on installing this, that you first create a Windows Restore point. Then, choose the \\""Custom\\"" install and just do the Pinnacle application itself. If you want all the other add-ons and libraries and tools, you can add them later, and if you decide to uninstall, you'll have a much easier time than I did."
5,"Windows 7 Pro is required to join a computer to a domain, and the \\""anytime upgrade\\"" is nothing but a key that unlocks similar funcions that are already built in to Windows 7 Home Premium. A little frustrating that Microsoft holds you to it, but at least Amazon.com has the cheapest price ANYWHERE!"
1,The price for the product is probably the reason it lacks so many of the options the autoCAD Lt has and if you're expecting a home version of the Lt you will be disappointed. I sent it back and will save for a Lt version
3,"I love my Mac and while iPhoto is an awesome program there seem to always be some images that need a little more editing. So, I had a choice of 2 products that I liked. I purchased Pixelmator and while it does a lot of things and can get very involved I was not personally pleased with the software. Seems it is more of a creative tool than a photo editing tool - my opinion. So, I have since purchased Aperture 3 and do prefer it to Pixelmator. The flow of Aperture 3 with iPhoto seems a better match as well. So, download the free trial of Pixelmator before buying as well as the free trial of Aperture 3. Yes, I know Aperture 3 is more expensive but it is an Apple product and again - if you are OK with spending a little more I think you will be happier with Aperture 3 than Pixelmator. Also, the support with Pixelmator was less than good. No response to the 2nd email sent after attempting to do something suggested to me by their support."
5,"I can't believe how many people have written negative reviews of this product. I have had very little difficulty and have not yet downloaded the update. Just to test my premesis, I installed the program on an older HP P3 computer with XP but with less memory and speed than with my new Sony VAIO. It made a huge difference and I suspect that people having ther stated difficulties just don't have a sufficiently powerful machine to deal with this very bulky program. It is working very well for me in producing family history videos with mixed movie clips from captured video, photos (digital and scanned prints), clip art, voice over narration, MP3 overla, sound effects, etc. I'm considering starting a hobby business creating family DVD's. <br />Good Luck!"
1,"I purchased this for a Russian speaker. No where in the description does it say \\""for Spanish speakers ONLY\\""! What a waste of time and money, simply because they can't accurately describe the product. Simply trying to install the product, your first hint is all the installation dialogues are in Spanish! I'm going to assume somewhere on the box (IN SPANISH) it says for Spanish speakers only. I don't read Spanish, thanks for no help at all with your packaging and description."
4,I didn't want to go to windows 8 based on reviews. Installation wasn't that easy but resolved problems with help from Microsoft Forum
5,"I was searching for older software for my 1.33 GHz iBook G4, and ran into this family pack (5 users) of iLife 08'. It had a great price at 6.44 overall, and within about 2 hours of ordering the item, I discovered it had already shipped! I had VERY fast shipping, and didn't take even half the estimated time! The software worked flawlessly, not to mention being in absolutely great condition. It even came with a trial version of iWork 08' as well, which was great. Everything was included as advertised. Bottom line: I would definitely recommend this seller to a friend."
4,"I installed it on a Windows 7 laptop that is less than a year old. The software install went fine. I plugged in the included USB device and Windows installed the driver. Based on other reviews I asked the software to get updates. There weren't any. I fired up the VHS, selected the edit button because I want to save the videos to a hard drive. I can always burn them to DVD later. I started the capture and saved a 40 minute video to disk. it took about 2.5 gig of disk space. I did stop most other applications and did nothing on the laptop while the recording completed. I read most of the other reviews posted for this product. I have an idea why some folks may have had so much trouble with it. This kind of application can be CPU intensive and if folks were trying to do almost anything else on a typical PC they probably caused enough interrupts that the software just gave up trying to process the incoming tape stream and burn it to DVD at the same time. [[ASIN:B001LQO4P4 Roxio Easy VHS to DVD]]"
4,"I researched movie editors for months, before buying Sony Vegas Movie Studio 9 Platinum Pro Pack. Did I make the right choice? Yes, however this product is only usable if you have good general computer skills, and have the ability to learn through trial and error. I would not recommend this product if you expect to produce a masterpiece in one day.<br />What do you get in this package?<br />Vegas Movie Studio Platinum 9 - program to edit digital movie, add soundtracks, voice-overs, and fancy text, rolling credits, etc.<br />DVD Architect Studio - program to author DVD's, so you end up with professional quality DVD menus with all the bells and whistles<br />Sound Forge Audio Studio - a music editing program, with the added ability to convert all your L.P.'s and cassettes into digital format, so that you can then make CD's or load them onto your IPod.<br />Cinescore Studio 1.0 - free music of various genres, to add to your productions to give them a professional sound<br /><br />There was one major problem with this software when I first loaded it, that I only managed to fix by pure luck. The problem was quite a major one. In the version which comes on CD-ROM, there is a bug which stops the soundtrack from MPEG2 files from loading into the editior program. This is incredible considering that almost every digital camcorder on the market uses the MPEG2 format, including Sony. However!!! Once you have loaded the program and registered, you need to go to the Sony update software web page. Here you will find a download that fixes many bugs in the program, including the MPEG2 problem.<br />There is another problem with the program if you are going to buying this to upload videos to You Tube. In the last couple of months You Tube has upgraded there video screen to Widescreen (16:9 ratio) format. There is no template in Vegas Movie Studio to handle this. So if you intend on uploading video to You Tube in 16:9, then you will need some advanced computer skills to create your own template. I'm sure Sony will work on this and provide an update to the program in time. At the moment, the program handles traditional 4:3 format for upload to the internet.<br /><br />There are many cool features hidden within Sony Vegas Movie Studio 9 Platinum Pro Pack. Only the basics are discussed in the instructional booklets that come with the program. If you explore all the alien like buttons and features, through trial and error, you will be more than happy with this software.<br />6/10 for ease of use<br />9.5/10 for cool features<br />All the best with your movie editing and DVD production.<br />Regards D.<br /><br />UPDATE AS OF 28th JUNE 2010<br />GREAT NEWS!!!!<br />Sony Creative Software has just released a brand new version of the software featured in this review.<br />The NEW VERSION is called Sony Vegas Movie Studio HD Platinum 10 Production Suite.<br />All the bugs that I had reported in the above review have now been FIXED! Yeah!!<br />This is FIVE STAR Software Package now. I give no hesitation in recommending this.<br />Dex :)ork on this and provide an update to the program in time. At the moment, the program handles traditional 4:3 format for upload to the internet. There are many cool features hidden within Sony Vegas Movie Studio 9 Platinum Pro Pack. Only the basics are discussed in the instructional booklets that come with the program. If you explore all the alien like buttons and features, through trial and error, you will be more than happy with this software. 6/10 for ease of use 9.5/10 for cool features All the best with your movie editing and DVD production. Regards D. UPDATE AS OF 28th JUNE 2010 GREAT NEWS!!!! Sony Creative Software has just released a brand new version of the software featured in this review. The NEW VERSION is called Sony Vegas Movie Studio HD Platinum 10 Production Suite. All the bugs that I had reported in the above review have now been FIXED! Yeah!! This is FIVE STAR Software Package now. I give no hesitation in recommending this. Dex :)"
1,norton has greatly slowed down my computer . not liking it very much.
3,"Every year I hope they will simplify the questions, and every year it gets longer. The software will ask a yes or no question and then query 3-4 more questions, even if the first answer was negative. VERY ANNOYING! I am sure they want to get &#34;every possible deduction&#34;, but I am pretty sure if I have foreign investments or own additional homes, just trust me and lets go on! I hope that the results of the &#34;audit&#34; in the software are accurate, as by the time I get through, it has managed to ask questions that make no sense and help is non existent or dumber than the question as to what they are even talking about. I miss Parsons. Just let me fill out the forms and help if needed, thank you. Please make it easier for the 99% of us that have a simple income from one state."
5,"This product is easy and fun to use. The games are fun and really keep you intereted in learning more. You learn to type very quickly with this. I haven't finished it yet, but so far it is an excellent teaching tool. Once you have learned all the lessons, then you start building on speed."
4,"Purchased to import my older Photo catalogue (after a computer crash) that would not import into my current Elements 9. Import worked fine. Interface is considerably different from 9, not as convenient to use for tags, which is the main reason I use the photo organizer for my 10,000+ photos."
1,"... i've had friendlier virus infections. had to create a new partition and reinstall OS and move my files before i could finally undo the damage and rid the computer of the \\""program\\"". goodbye symantec."
5,"Pimsleur is just great to learn to speak and get the good accent. It is expensive but worth every penny ( of course you can also buy the MP3 and download them directly on your PC, it is cheaper.....sorry Amazon). 30 half an hour lessons it's just the minimum to give you an idea about the language. You will need other books to go on studying the eastern Arabic dialect. But this course is a good introduction and you will acquire a good pronunciation. I regret that Pimsleur doesn't furnish the script."
1,"Installed this program on PC /Windows 7, and tried registering it through the listed tel. number. After a long wait, the extremely rude representative told me the program wasn't designed for windows 7 and that I couldn't use the stock templates, which was all I wanted the program for. Note thet Windows 7 is listed as one of the accepted operating systems. He tried to pressure me into buying their new software. I wouldn't buy anything again from this bunch of flakes!!"
